task_id,description,skills,category
T10973,Prepare technical guides,confluence,documentation
T10974,Write API documentation,markdown,documentation
T10975,Prepare technical guides,readthedocs,documentation
T10976,Prepare technical guides,markdown,documentation
T10977,Maintain project wiki,technical writing,documentation
T10978,Document code for open-source project,user manuals,documentation
T10979,Write release notes,sphinx,documentation
T10980,Write API documentation,confluence,documentation
T10981,Write API documentation,user manuals,documentation
T10982,Document code for open-source project,technical writing,documentation
T10983,Prepare technical guides,technical writing,documentation
T10984,Prepare technical guides,sphinx,documentation
T10985,Prepare technical guides,sphinx,documentation
T10986,Write API documentation,confluence,documentation
T10987,Create user manuals,readthedocs,documentation
T10988,Create user manuals,confluence,documentation
T10989,Prepare technical guides,sphinx,documentation
T10990,Create user manuals,confluence,documentation
T10991,Write release notes,user manuals,documentation
T10992,Maintain project wiki,readthedocs,documentation
T10993,Write API documentation,markdown,documentation
T10994,Document code for open-source project,sphinx,documentation
T10995,Write API documentation,readthedocs,documentation
T10996,Maintain project wiki,markdown,documentation
T10997,Write release notes,user manuals,documentation
T10998,Maintain project wiki,api documentation,documentation
T10999,Prepare technical guides,technical writing,documentation
T11000,Prepare technical guides,markdown,documentation
T11001,Document code for open-source project,asciidoc,documentation
T11002,Maintain project wiki,markdown,documentation
T11003,Prepare technical guides,user manuals,documentation
T11004,Write release notes,confluence,documentation
T11005,Prepare technical guides,sphinx,documentation
T11006,Create user manuals,user manuals,documentation
T11007,Create user manuals,asciidoc,documentation
T11008,Maintain project wiki,markdown,documentation
T11009,Create user manuals,technical writing,documentation
T11010,Write release notes,technical writing,documentation
T11011,Create user manuals,asciidoc,documentation
T11012,Document code for open-source project,sphinx,documentation
T11013,Prepare technical guides,confluence,documentation
T11014,Prepare technical guides,confluence,documentation
T11015,Document code for open-source project,sphinx,documentation
T11016,Write API documentation,readthedocs,documentation
T11017,Write API documentation,confluence,documentation
T11018,Prepare technical guides,api documentation,documentation
T11019,Write API documentation,technical writing,documentation
T11020,Prepare technical guides,sphinx,documentation
T11021,Prepare technical guides,readthedocs,documentation
T11022,Document code for open-source project,readthedocs,documentation
T11023,Maintain project wiki,readthedocs,documentation
T11024,Prepare technical guides,technical writing,documentation
T11025,Maintain project wiki,markdown,documentation
T11026,Write API documentation,asciidoc,documentation
T11027,Maintain project wiki,readthedocs,documentation
T11028,Write API documentation,api documentation,documentation
T11029,Write API documentation,readthedocs,documentation
T11030,Create user manuals,confluence,documentation
T11031,Write release notes,asciidoc,documentation
T11032,Create user manuals,sphinx,documentation
T11033,Maintain project wiki,readthedocs,documentation
T11034,Maintain project wiki,readthedocs,documentation
T11035,Prepare technical guides,user manuals,documentation
T11036,Document code for open-source project,sphinx,documentation
T11037,Write release notes,asciidoc,documentation
T11038,Maintain project wiki,markdown,documentation
T11039,Prepare technical guides,confluence,documentation
T11040,Write release notes,asciidoc,documentation
T11041,Create user manuals,sphinx,documentation
T11042,Document code for open-source project,confluence,documentation
T11043,Maintain project wiki,sphinx,documentation
T11044,Maintain project wiki,confluence,documentation
T11045,Maintain project wiki,readthedocs,documentation
T11046,Write API documentation,readthedocs,documentation
T11047,Maintain project wiki,asciidoc,documentation
T11048,Write API documentation,confluence,documentation
T11049,Create user manuals,markdown,documentation
T11050,Prepare technical guides,confluence,documentation
T11051,Prepare technical guides,user manuals,documentation
T11052,Maintain project wiki,asciidoc,documentation
T11053,Create user manuals,confluence,documentation
T11054,Write release notes,confluence,documentation
T11055,Document code for open-source project,readthedocs,documentation
T11056,Write release notes,confluence,documentation
T11057,Document code for open-source project,confluence,documentation
T11058,Write release notes,confluence,documentation
T11059,Prepare technical guides,sphinx,documentation
T11060,Write API documentation,readthedocs,documentation
T11061,Maintain project wiki,technical writing,documentation
T11062,Write API documentation,markdown,documentation
T11063,Maintain project wiki,confluence,documentation
T11064,Write API documentation,user manuals,documentation
T11065,Write API documentation,api documentation,documentation
T11066,Maintain project wiki,asciidoc,documentation
T11067,Prepare technical guides,sphinx,documentation
T11068,Prepare technical guides,api documentation,documentation
T11069,Write release notes,readthedocs,documentation
T11070,Maintain project wiki,confluence,documentation
T11071,Document code for open-source project,asciidoc,documentation
T11072,Create user manuals,sphinx,documentation
T11073,Prepare technical guides,markdown,documentation
T11074,Maintain project wiki,readthedocs,documentation
T11075,Write release notes,technical writing,documentation
T11076,Document code for open-source project,api documentation,documentation
T11077,Document code for open-source project,asciidoc,documentation
T11078,Create user manuals,markdown,documentation
T11079,Prepare technical guides,sphinx,documentation
T11080,Write API documentation,api documentation,documentation
T11081,Prepare technical guides,sphinx,documentation
T11082,Write API documentation,asciidoc,documentation
T11083,Document code for open-source project,user manuals,documentation
T11084,Document code for open-source project,user manuals,documentation
T11085,Maintain project wiki,user manuals,documentation
T11086,Create user manuals,confluence,documentation
T11087,Maintain project wiki,user manuals,documentation
T11088,Write release notes,markdown,documentation
T11089,Write release notes,confluence,documentation
T11090,Prepare technical guides,api documentation,documentation
T11091,Maintain project wiki,readthedocs,documentation
T11092,Prepare technical guides,markdown,documentation
T11093,Document code for open-source project,sphinx,documentation
T11094,Create user manuals,user manuals,documentation
T11095,Write release notes,sphinx,documentation
T11096,Create user manuals,api documentation,documentation
T11097,Write API documentation,asciidoc,documentation
T11098,Prepare technical guides,markdown,documentation
T11099,Maintain project wiki,api documentation,documentation
T11100,Write API documentation,confluence,documentation
T11101,Create user manuals,markdown,documentation
T11102,Write API documentation,asciidoc,documentation
T11103,Create user manuals,readthedocs,documentation
T11104,Write release notes,technical writing,documentation
T11105,Document code for open-source project,readthedocs,documentation
T11106,Write API documentation,asciidoc,documentation
T11107,Write release notes,sphinx,documentation
T11108,Write release notes,technical writing,documentation
T11109,Create user manuals,confluence,documentation
T11110,Write release notes,technical writing,documentation
T11111,Write API documentation,readthedocs,documentation
T11112,Write API documentation,api documentation,documentation
T11113,Create user manuals,confluence,documentation
T11114,Write release notes,confluence,documentation
T11115,Write API documentation,confluence,documentation
T11116,Document code for open-source project,asciidoc,documentation
T11117,Prepare technical guides,user manuals,documentation
T11118,Write API documentation,asciidoc,documentation
T11119,Write release notes,technical writing,documentation
T11120,Prepare technical guides,technical writing,documentation
T11121,Document code for open-source project,markdown,documentation
T11122,Create user manuals,technical writing,documentation
T11123,Prepare technical guides,api documentation,documentation
T11124,Create user manuals,sphinx,documentation
T11125,Prepare technical guides,confluence,documentation
T11126,Maintain project wiki,confluence,documentation
T11127,Prepare technical guides,confluence,documentation
T11128,Write release notes,asciidoc,documentation
T11129,Create user manuals,user manuals,documentation
T11130,Maintain project wiki,readthedocs,documentation
T11131,Document code for open-source project,api documentation,documentation
T11132,Create user manuals,sphinx,documentation
T11133,Maintain project wiki,api documentation,documentation
T11134,Document code for open-source project,readthedocs,documentation
T11135,Prepare technical guides,sphinx,documentation
T11136,Maintain project wiki,api documentation,documentation
T11137,Prepare technical guides,sphinx,documentation
T11138,Prepare technical guides,readthedocs,documentation
T11139,Document code for open-source project,user manuals,documentation
T11140,Prepare technical guides,confluence,documentation
T11141,Write API documentation,readthedocs,documentation
T11142,Prepare technical guides,api documentation,documentation
T11143,Document code for open-source project,api documentation,documentation
T11144,Write release notes,sphinx,documentation
T11145,Create user manuals,technical writing,documentation
T11146,Maintain project wiki,confluence,documentation
T11147,Write API documentation,user manuals,documentation
T11148,Write release notes,technical writing,documentation
T11149,Maintain project wiki,user manuals,documentation
T11150,Prepare technical guides,api documentation,documentation
T11151,Prepare technical guides,technical writing,documentation
T11152,Write API documentation,readthedocs,documentation
T11153,Maintain project wiki,user manuals,documentation
T11154,Write API documentation,readthedocs,documentation
T11155,Write API documentation,confluence,documentation
T11156,Document code for open-source project,technical writing,documentation
T11157,Write API documentation,api documentation,documentation
T11158,Prepare technical guides,technical writing,documentation
T11159,Write release notes,asciidoc,documentation
T11160,Document code for open-source project,readthedocs,documentation
T11161,Write API documentation,confluence,documentation
T11162,Write release notes,asciidoc,documentation
T11163,Maintain project wiki,markdown,documentation
T11164,Write release notes,readthedocs,documentation
T11165,Maintain project wiki,sphinx,documentation
T11166,Write release notes,technical writing,documentation
T11167,Write release notes,sphinx,documentation
T11168,Write release notes,user manuals,documentation
T11169,Document code for open-source project,technical writing,documentation
T11170,Maintain project wiki,sphinx,documentation
T11171,Maintain project wiki,sphinx,documentation
T11172,Document code for open-source project,api documentation,documentation
T11173,Write API documentation,api documentation,documentation
